"text","created_at","sourcetweet_type"
"RT @VABVOX: Now I'm just mad. Sigh. 
There sure will be a lot of metaphorical slaps at this year's Oscars on Sunday. Folks have been workin…","2023-03-11T14:14:18.000Z","retweeted"
"@mrbrianrowe If this is how the Oscars go they will never recover from #OscarsSoWhite","2023-02-19T21:14:04.000Z",NA
"Throwback to @tombrook arriving for his first #oscars with legendary BBC #filmcritic Barry Norman in the 1980s!  
@bbctalkmovies looks at how far film has changed after #oscarssowhite  #metoo #timesup movements.
Watch on @bbciplayer and @bbcnews:
https://t.co/cVraJJD5Fv https://t.co/jaip2879p5","2023-03-25T15:30:00.000Z",NA
"RT @POCculture: Make no mistake, #EEAAO doesn’t dominate the #Oscars in 2023 w/o @ReignOfApril &amp; #OscarsSoWhite in 2015. 

EEAAO is 1000% d…","2023-03-14T12:36:30.000Z","retweeted"
"RT @CocoaFly: Angela Bassett is one of the best actors. It is insulting the #Oscars snubbed her for What's Love Got to Do With It and Wakan…","2023-03-13T04:04:38.000Z","retweeted"
"@seyishome He does that a lot. He has a habit of telling white people that they are right about black people. He encouraged Louis CK to say the n-word in his presence, made fun of black people boycotting the Oscars after #OscarsSoWhite and made white people laugh at them.","2023-03-06T05:54:04.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T21:53:29.000Z","retweeted"
"RT @PosibiltyPusher: 💯 #BlackPeopleUnite #B1 #BGR #TheWarAgainstBlackPeople #Reparations #ReparationsNow #OscarsSoWhite #Oscar2023","2023-03-15T10:32:42.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T14:36:18.000Z","retweeted"
"RT @NYCHomoCon: Jimmy Kimmel is hosting The Oscars this year. Curious how this helps the #OscarsSoWhite campaign? https://t.co/l0sn0D5dmX","2023-03-10T13:48:13.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T15:44:10.000Z","retweeted"
"RT @carolinejsumlin: Two?! Like, let this sink in. In the year of our Lord, 2023, a Black woman is JUST NOW getting 2 Oscar’s. A flex for R…","2023-03-13T09:12:53.000Z","retweeted"
"RT @jonahmv: I wrote about the resurrection of #OscarsSoWhite. Since the first Academy Awards in 1929, this is the 83rd time film academy v…","2023-01-25T00:41:03.000Z","retweeted"
"What upsets me is that we have been here before. Sigh. 
#oscars #OscarsSoWhite 

Sorry Aunty Angie.","2023-03-13T07:52:39.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T06:53:44.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T20:34:00.000Z","retweeted"
"I’m not watching the #Oscars  so someone please just let me know when @MatthewACherry wins for #HairLove and if any other black folks win anything. (That’ll be a short list considering the nominees but still) #OscarsSoWhite #TheOscars","2020-02-10T00:27:56.000Z",NA
"RT @Olas_Truth: The Academy Awards has learned nothing from #OscarsSoWhite or #metoo

The #Elvis movie led nominations as if Elvis wasn’t a…","2023-01-25T03:07:25.000Z","retweeted"
"RT @goneboymarc: THIS IS A COMPLETELY ABSURD! PURE RACISM!! WTF HOW COULD THEY NOT GIVE HER AN OSCAR FOR THIS SHE WAS BY FAR THE BEST ON HE…","2023-03-13T22:35:40.000Z","retweeted"
"EEAAO was very deserving of all the awards but the model minority myth is distracting us from the fact that #Oscars STILL so white. #OscarsSoWhite","2023-03-13T05:36:25.000Z",NA
"4months old female slantback German shepherd
350k naira
https://t.co/egEpyA4k2q

Wizkid #Oscars2023  Asake #Jets Davido #tuesdayvibe Tiwa #Oscars95 Ayra Starr #Oscar #OscarsSoWhite #Trending #trendingvideo Oscars Ruger buju #Temsbaby #temsoscars #Tems Love https://t.co/LGfr4AvOw7","2023-03-14T04:05:48.000Z",NA
"RT @__PettyShabazz: You non-Blacks are far too comfortable with speaking on Angela Bassett and Tems at #TheOscars  during Women’s History M…","2023-03-14T02:14:11.000Z","retweeted"
"@keyon Return of the #OscarsSoWhite catagory.","2023-03-13T01:02:10.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T06:47:24.000Z","retweeted"
"Got robbed! #OscarsSoWhite #Oscars #AngelaBassett ❤️ https://t.co/sUS8ypddmO","2023-03-13T01:12:23.000Z","quoted"
"RT @jonahmv: I wrote about the resurrection of #OscarsSoWhite. Since the first Academy Awards in 1929, this is the 83rd time film academy v…","2023-02-03T03:29:34.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T13:11:57.000Z","retweeted"
"RT @MahiaSinn: So how much money do we need to pool together as a community to create our own institution for highlighting &amp; awarding the g…","2020-01-13T13:36:43.000Z","retweeted"
"#OscarsSoWhite they will never give @ImAngelaBassett an Oscar for anything with the word Leading Actress in it....long as the rest of the nominations 🙄 are mostly white.","2023-03-13T00:41:52.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T02:40:51.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T04:07:20.000Z","retweeted"
"RT @Reuters: While Hollywood has made progress on diversifying talent and storytelling since the 2015 outcry of #OscarsSoWhite – when all 2…","2023-03-06T21:12:06.000Z","retweeted"
"RT @ActorsandFilm: In close to its 100 year history ONLY 6 Black Directors have been nominated.
https://t.co/mXWoC7DZD8

#SnowfallFX #filmm…","2023-02-24T01:26:21.000Z","retweeted"
"RT @JamilSmith: This, plus the “Till” and “Woman King” snubs. #OscarsSoWhite, redux. https://t.co/DQiMSgjsem","2023-01-24T15:43:51.000Z","retweeted"
"How #OscarsSoWhite changed the Academy Awards - https://t.co/RX6QiK0f1g{ 
#OscarsSoWhite changed Hollywood, new data shows, but there is still a long way to go.

Read more BBC News","2023-03-09T12:37:42.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T23:47:08.000Z","retweeted"
"People are gonna lose their shit and go on an #OscarsSoWhite rant if Michelle Yeoh loses. https://t.co/9uY4RfvaP2","2023-03-10T07:53:51.000Z","quoted"
"RT @ReignOfApril: This is what I’m talking about when we discuss whether the Oscars are still relevant. If Academy members aren’t required…","2020-02-02T06:55:53.000Z","retweeted"
"I’ve been grilled of the possibility of what could unfold here. #OscarsSoWhite #OscarsSoBlack. So much food for thought. 

While looking at you, I suppose there is that of what Me and DynaGlo and do.

Who knows where we go from here.","2023-03-12T20:37:05.000Z",NA
"RT @RoseHorowitz31: Check out my new @Medium post on #WomenToFollow @ReignOfApril.

Learn how her #OscarsSoWhite hashtag became a rallying…","2023-03-13T05:20:22.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T15:47:33.000Z","retweeted"
"@jamieleecurtis had that child porn picture hanging in her office scandal, then magically wins a #Oscars2023 as if that news will cover it up &amp; make it go away. #OscarsSoWhite they show love to anyone sexualizing kids.","2023-03-13T02:12:10.000Z",NA
"IN OTHER NEWS — Many viewers will also notice increased diversity among the acting honorees as the Academy evolves from criticism that spawned the social media hashtag #OscarsSoWhite many years ago. https://t.co/VY1Im1JtKl","2023-03-11T18:27:19.000Z",NA
"#OscarsSoWhite made slight change in diversity at Oscars, study reveals https://t.co/vYmD1yKZwm","2023-03-03T13:04:23.000Z",NA
"The latest A View From Tracy's Point! https://t.co/2BXJZMEOOU #metoo #oscarssowhite","2023-02-26T17:41:28.000Z",NA
"RT @RepresentPledge: The Woman King deserved A LOT more #Oscars love! #OscarsSoWhite #OscarsSoMale https://t.co/YrSo8GrN6h","2023-03-12T20:41:34.000Z","retweeted"
"RT @DarrickHamilton: Damn shame that “The Woman King” will not even win one Oscar from the Academy of Motion Pictures. Apparently, Hollywoo…","2023-03-12T19:06:56.000Z","retweeted"
"The Oscars has to be racist
#Oscars #Oscar2023 #OscarsSoWhite #angeladeservesbetter","2023-03-13T01:20:06.000Z",NA
"When the #Actors #Union willfully ignores the fact the Screen Actors Guild expressly EXCLUDED, from the 1 &amp; only 2019 Actors Union Prez Campaign Forum, the ONLY Prez Candidates of Color, it takes some mighty fine acting chops &amp; whole lotta brass to feign surprise @ #OscarsSoWhite https://t.co/r16H2JGavS","2020-02-11T16:34:22.000Z",NA
"The narrative that 3 women were vying for the 5th spot protects the faulty system from examination. 
#OscarsSoWhite https://t.co/vaMTQV4o3B","2023-01-31T04:33:27.000Z","quoted"
"The Woman King not receiving a single nomination, and Angela Basset being snubbed for best supporting actress is the perfect mirror of where we are with the progress of #OscarsSoWhite  That's the tweet... https://t.co/exfiBV83Pz","2023-03-16T19:47:14.000Z",NA
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T21:07:02.000Z","retweeted"
"So all those white people successfully bullied people into nominating that woman from the “To Leslie” movie? #OscarsSoWhite https://t.co/rPQFCTwayI","2023-01-30T16:49:25.000Z",NA
"@bdgrabinski Whole new meaning of #OscarsSoWhite amirite?","2023-03-12T22:39:15.000Z",NA
"Who did it better, though 😁 @LilKim #Oscars #Oscars95 #lilkim #CateBlanchett #tarmovie #tar #theoscars #queenbee #JimmyKimmel #Oscar2023 #Oscars2023 #OscarsSoWhite #AcademyAwards #TheAcademy #TheAcademyAwards #dolbytheatre #Oscar #oscar2022 #WillSmith #chrisrock #theslap https://t.co/aiLAxERpQP","2023-03-13T02:11:46.000Z",NA
"Decision to leave is one of the most beautifully gut wrenching movies of 2022 and the fact that it got no Oscar noms tells you everything you need to know about the so called academy #oscars #Oscars2023 #OscarNominations2023 #OscarsSoWhite https://t.co/eOrd94mhAy","2023-01-25T16:39:21.000Z","quoted"
"RT @eughung: Remember #OscarsSoWhite? We'd be naïve to think in 2023 the media world is completely changed, foolish to believe gains in div…","2023-03-13T04:03:16.000Z","retweeted"
"😂😂😂Every year the #OscarsSoWhite 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️&amp; yall keep watching that shyt 🤣🤣🤣 Stop waiting on white people to validate Black Excellence ✊🏾✊🏾✊🏾","2023-02-01T16:54:15.000Z",NA
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T16:30:57.000Z","retweeted"
"RT @CBSNews: You know the groundbreaking movements - #BlackLivesMatter, #OscarsSoWhite, #SayHerName - but now you’ll get an inside look at…","2023-03-02T04:36:27.000Z","retweeted"
"RT @__PettyShabazz: You non-Blacks are far too comfortable with speaking on Angela Bassett and Tems at #TheOscars  during Women’s History M…","2023-03-13T06:54:42.000Z","retweeted"
"What is #OscarsSoWhite and why is it trending?

@OllieWJSmith explains where it came from and why it's back 👇

(📸: AP, Twitter) #Oscars95 #Oscars2023 https://t.co/6yu6lSbdZR","2023-01-31T14:02:47.000Z",NA
"@NatashaInYeg The only chance a non-white actor has is if the film has so much momentum it becomes ridiculous not to award it, PLUS, often, when the academy is reacting to shaming and a crisis such as #OscarsSoWhite","2023-03-13T05:27:22.000Z",NA
"“Elvis,” garnered eight nominations...white people in power just can't help themselve...the Oscars once again...   

#OscarsSoWhite 
#Till
#ViolaDavis 
#DanielleDeadwyler 
#TheWomanKing 
#GinaPrinceBythewood
#ChinonyeChukwu
#RyanCoogler
#Nope
#KekePalmer

https://t.co/3zBxYO1AQE","2023-01-26T03:23:05.000Z",NA
".@kidnoble and I kept these going for 5 mins straight 😭. 

“I, too, have watched over 500 hours of award winning films. Where is my best director trophy?? OH YEAH. #OSCARSSOWHITE smh!”","2023-02-02T19:25:13.000Z",NA
"Yes, #OscarsSoWhite – But There Are Still Plenty Of Reasons To Celebrate Contemporary Black Film. #OscarsSoWhite #Celebrate #Contemporary #Black #Film #ReadMore #UrbanpulseNews https://t.co/Gz33rn7UBg https://t.co/0AMWKxeVXw","2023-03-15T21:17:08.000Z",NA
"RT @CINEMANIA_ES: ¿Ha mejorado la diversidad en los premios Oscar tras el #OscarsSoWhite? https://t.co/bHGYi5u28f","2023-03-03T07:05:24.000Z","retweeted"
"#OscarsSoWhite made slight change in diversity at Oscars, study reveals https://t.co/KXjwgHrr2g","2023-03-04T11:32:02.000Z",NA
"RT @TerranceOmar: Now, I like Jamie Lee, but Angela should’ve won. #OscarsSoWhite 🤧😒😔 #Oscar #Oscar2023 https://t.co/7fGLuHUZcE","2023-03-13T13:03:44.000Z","retweeted"
"Toy Story 4 wins Best Animated Feature. I was rooting for Netflix's #Klaus.  The animation was so unique and gorgeous.  #Oscars #OscarsSoWhite","2020-02-10T01:26:38.000Z",NA
"Twice as hard, half as far. The #OscarsSoWhite playing out like always for Danielle and Viola. Shameful.","2023-01-24T17:05:41.000Z",NA
"Desde 2015, luego de que se hiciera tendencia #OscarsSoWhite,la inclusión se ha hecho presente en los premios, sin embargo aún queda mucho por hacer. 🎞️🎥🎬
#inclusion #Oscar #cine #BeOpen #GOU #academia #premios https://t.co/20y8qo23CS","2023-03-13T01:30:02.000Z",NA
"📢 New article dropped! 📢
Diversity in the film industry is vital in order to help shape a more equal, inclusive and non-discriminatory society. Here's why, unfortunately, #OscarsSoWhite still applies to the Academy Awards - and how this can change.
https://t.co/V6P1tHuzEi","2023-03-03T17:36:56.000Z",NA
"RT @nilegirl: The Academy likes it that way because #OscarsSoWhite can only go so far. If Kathryn Bigelow had directed The Woman King - it…","2023-01-24T20:03:11.000Z","retweeted"
"@feyza_ae Eee, hiç yok demedim. Konu olması veya olmaması değil, az varsa vs illa bir kasıt olduğu için değildir. #oscarsSoWhite açıp okuyunuz. https://t.co/RbrxE2ddo1","2023-01-02T15:54:59.000Z",NA
"#OscarsSoWhite #Oscars https://t.co/N6RgiUh9JE","2023-03-13T00:50:17.000Z",NA
"RT @Audpopit: AudPop’s 5th annual Race to Justice Film Challenge celebrates #blackfilmmakers. We are thrilled to partner again with @ReignO…","2023-01-23T16:08:24.000Z","retweeted"
"#OscarsSoWhite #racismisstillveryreal #iwasblockedbyawhitedudewhileiwasinthehospital who couldn’t give two shits about my life and failed to Google or read his own book. Thank you I will never forget that.","2023-03-23T22:46:42.000Z",NA
"@ToniLaNae Would it been nice?
Yes.
Have too?
No.
#OscarsSoWhite","2023-03-13T22:08:06.000Z",NA
"Done. Fuck #Oscar AND its voters. #OscarsSoWhite #Oscars #AcademyAwards @TheAcademy https://t.co/yq0MMx6N5N","2023-03-13T01:23:27.000Z","quoted"
"@JonasHerby @packers Tillykke, du fandt det ledige synspunkt, der er mere åndssvagt end #OscarsSoWhite-kontroversen. https://t.co/aQXq2IxBW7","2020-01-14T21:13:25.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T02:35:31.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T11:00:13.000Z","retweeted"
